id,area,weakness,fix_contract,test_contract,prompt_status,resolution_status,dedupe_status,linked_w_id,package,evidence,next_action,commit
R0001,RISK-CAT-01 Source-of-truth / Git / execution control,активная папка снова не GitHub-backed,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P01,gh auth status logged in as ddotdanyaa; origin configured to https://github.com/ddotdanyaa/lifeos-final33.git; Product Brain GitHub Release Map records push retry.,Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0002,RISK-CAT-01 Source-of-truth / Git / execution control,изменения остаются локальными без commit/push,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,BLOCKED_EXTERNAL_NETWORK_RETRY_WITH_PROOF,direct_status,,P01,"Local commits exist, auth works, origin exists; git push reached object upload but remote returned HTTP 408.",Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0229,RISK-CAT-06 Calendar / tasks / reminders / focus,нет habit-linked tasks/routines,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0230,RISK-CAT-06 Calendar / tasks / reminders / focus,нет task search/filter,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0231,RISK-CAT-06 Calendar / tasks / reminders / focus,нет project board,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0232,RISK-CAT-06 Calendar / tasks / reminders / focus,нет morning/evening review,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0233,RISK-CAT-06 Calendar / tasks / reminders / focus,нет day close ritual,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0234,RISK-CAT-06 Calendar / tasks / reminders / focus,нет ICS import/export boundary,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0235,RISK-CAT-06 Calendar / tasks / reminders / focus,нет conflict detection for overlapping blocks,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0236,RISK-CAT-06 Calendar / tasks / reminders / focus,нет calendar fixture matrix,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0237,RISK-CAT-06 Calendar / tasks / reminders / focus,нет visual screenshot acceptance for calendar,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0238,RISK-CAT-06 Calendar / tasks / reminders / focus,нет mobile calendar flow,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0239,RISK-CAT-06 Calendar / tasks / reminders / focus,нет keyboard navigation through day,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0240,RISK-CAT-06 Calendar / tasks / reminders / focus,нет test that applied task appears at correct time,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0241,RISK-CAT-07 Finance / budget / receipts / screenshots,нет real finance workspace,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0242,RISK-CAT-07 Finance / budget / receipts / screenshots,баланс не хранится как account object,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0243,RISK-CAT-07 Finance / budget / receipts / screenshots,расход не связан с source/screenshot,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0244,RISK-CAT-07 Finance / budget / receipts / screenshots,бюджет не связан с категориями,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0245,RISK-CAT-07 Finance / budget / receipts / screenshots,нет today spending dashboard,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0246,RISK-CAT-07 Finance / budget / receipts / screenshots,нет subscriptions/bills,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0247,RISK-CAT-07 Finance / budget / receipts / screenshots,нет recurring payments detector,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0248,RISK-CAT-07 Finance / budget / receipts / screenshots,нет manual expense quick entry,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0249,RISK-CAT-07 Finance / budget / receipts / screenshots,нет manual income/transfer entry,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0250,RISK-CAT-07 Finance / budget / receipts / screenshots,нет finance parser for SMS/bank text,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0251,RISK-CAT-07 Finance / budget / receipts / screenshots,нет screenshot receipt preview,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0252,RISK-CAT-07 Finance / budget / receipts / screenshots,нет OCR gate/manual extraction path,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,FIXED_BY_HONEST_PROVIDER_GATE_WITH_UI_AND_TEST,direct_status,W401-W420,P07,"Provider/OAuth gates are explicit in Providers/Data Control: no fake success, prepare/revoke controls, provider-run audit, owner e2e provider evidence.",No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0253,RISK-CAT-07 Finance / budget / receipts / screenshots,нет category suggestion confidence,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0254,RISK-CAT-07 Finance / budget / receipts / screenshots,нет merchant normalization,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0255,RISK-CAT-07 Finance / budget / receipts / screenshots,нет currency handling,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0256,RISK-CAT-07 Finance / budget / receipts / screenshots,нет cash/card/account split,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0257,RISK-CAT-07 Finance / budget / receipts / screenshots,нет monthly budget progress,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0258,RISK-CAT-07 Finance / budget / receipts / screenshots,нет safe remaining money calculation,"реализовать finance objects: accounts, transactions, budgets, subscriptions, receipt images, parser, export/control",e2e: add balance/expense/subscription/screenshot receipt → budget/control/graph → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
