"ID","Type","Workspace","PrimaryRoute","ImplementationClass","ImplementationStatus","OwnerAction","RepositoryObjects","MutationContract","Projection","GraphBacklinkProof","ReceiptAuditProof","DataControlProof","PolicyBoundary","Tests","ManualAuditNotes","EvidencePath","LastVerifiedAt"
"C10-004","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-005","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-006","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-007","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-008","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-009","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-010","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-011","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-012","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-013","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-014","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-015","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-016","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-017","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-018","Функция","Today","/app/today","P2-expand","planned","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C10-019","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-020","Качество","Plan","/app/plan","Guard-only","planned-guard","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-021","Минус","Plan","/app/plan","Guard-only","planned-guard","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-022","Минус","Plan","/app/plan","Guard-only","planned-guard","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-023","Минус","Plan","/app/plan","Guard-only","planned-guard","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-024","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-025","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-026","Минус","Plan","/app/plan","Guard-only","planned-guard","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-027","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-028","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-029","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-030","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-031","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C10-032","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C11-001","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-002","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-003","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C11-004","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C11-005","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-006","Функция","Agents","/app/agents","P2-expand","planned","","AgentManifest, ToolScope, WorkflowManifest, WorkflowRunPreview, ActionProposal","","","","","","","","","",""
"C11-007","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-008","Функция","Today","/app/today","P2-expand","planned","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C11-009","Функция","Today","/app/today","P2-expand","planned","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C11-010","Функция","Control","/app/control","P2-expand","planned","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C11-011","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-012","Функция","Graph","/app/graph","P2-expand","planned","","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason","","","","","","","","","",""
"C11-013","Функция","Graph","/app/graph","P2-expand","planned","","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason","","","","","","","","","",""
"C11-014","Функция","Control","/app/control","P2-expand","planned","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C11-015","Функция","Graph","/app/graph","P2-expand","planned","","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason","","","","","","","","","",""
"C11-016","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C11-017","Функция","Control","/app/control","P2-expand","planned","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C11-018","Качество","Core / invisible OS spine","/app/system","Guard-only","planned-guard","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-019","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C11-020","Качество","Domains","/app/domains","Guard-only","planned-guard","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C11-021","Минус","Control","/app/control","Guard-only","planned-guard","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C11-022","Минус","Today","/app/today","Guard-only","planned-guard","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C11-023","Минус","Core / invisible OS spine","/app/system","Guard-only","planned-guard","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-024","Минус","Providers","/app/providers","Guard-only","planned-guard","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C11-025","Минус","Graph","/app/graph","Guard-only","planned-guard","","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason","","","","","","","","","",""
"C11-026","Минус","Core / invisible OS spine","/app/system","Guard-only","planned-guard","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-027","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C11-028","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-029","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C11-030","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-031","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C11-032","Функция","Inbox","/app/inbox","P2-expand","planned","","Source, SourcePacket, Attachment, ImportJob, CaptureDraft","","","","","","","","","",""
"C11-033","Функция","Control","/app/control","P2-expand","planned","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C11-034","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-035","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-036","Функция","Graph","/app/graph","P2-expand","planned","","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason","","","","","","","","","",""
"C11-037","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C11-038","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C11-039","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C11-040","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C11-041","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-042","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C11-043","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C11-044","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C11-045","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
