ID,Type,C section,Canonical section title,UX/build bucket,Workspace,Primary route,Build phase,Core objects,Implementation stance,Acceptance hint,Title,Essence excerpt,Canon line,Source path
C06-037,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Повторное подключение материала из библиотеки,материал должен быстро входить в новые контексты.,5948,docs/source_of_truth/LifeOS_canon_v33.md
C06-038,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.","Расширенный поиск по архиву, вложениям и изображениям","искать нужно не только по заголовкам, но и по содержимому файлов.",5954,docs/source_of_truth/LifeOS_canon_v33.md
C06-039,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Поиск с объяснением и источниками,"ответ по своему корпусу должен показывать, откуда он собран.",5960,docs/source_of_truth/LifeOS_canon_v33.md
C06-040,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Универсальный поиск по собственным материалам,"заметки, файлы, карточки знания и документы должны искаться как один корпус.",5966,docs/source_of_truth/LifeOS_canon_v33.md
C06-041,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",История последних поисков и недавних объектов,поиск должен помнить полезный недавний контекст.,5972,docs/source_of_truth/LifeOS_canon_v33.md
C06-042,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Библиотека знаний,"знания должны жить отдельным связанным слоем, а не растворяться в общем массиве заметок.",5978,docs/source_of_truth/LifeOS_canon_v33.md
C06-043,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Карточка знания,"единица знания должна быть отдельным объектом, а не просто куском текста.",5984,docs/source_of_truth/LifeOS_canon_v33.md
C06-044,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.","Типизированное знание с автором, источником, концептом и влиянием","знание должно хранить не только текст, но и интеллектуальный контекст.",5990,docs/source_of_truth/LifeOS_canon_v33.md
C06-045,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.","База знаний, связанная с исполнением","знание должно уметь жить рядом с рабочей средой, а не отдельной мёртвой вики.",5996,docs/source_of_truth/LifeOS_canon_v33.md
C06-046,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Разделение подтверждённого и любопытного знания,"система должна различать знание, на которое уже можно опираться, и материал, который пока лишь интересен для проверки.",6002,docs/source_of_truth/LifeOS_canon_v33.md
C06-047,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Усиление и ослабление сигнала,пользователь должен уметь повышать или понижать значимость знания для системы.,6008,docs/source_of_truth/LifeOS_canon_v33.md
C06-048,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Право на исправление знания,"человек должен уметь принимать, отклонять, переклассифицировать и разрывать связи в слое знаний.",6014,docs/source_of_truth/LifeOS_canon_v33.md
C06-049,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.","Видимые границы того, что сейчас видит режим или пространство","в работе со знанием должно быть видно, какой контур памяти и материалов вообще участвует.",6020,docs/source_of_truth/LifeOS_canon_v33.md
C06-050,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Склейка дублей знаний и источников,"одинаковые знания, источники и карточки должны уметь объединяться в один опорный объект внутри библиотечного слоя.",6026,docs/source_of_truth/LifeOS_canon_v33.md
C06-051,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Типизированная оболочка знаний,"знания должны уметь жить не только как страницы, но и как типизированные рабочие сущности.",6032,docs/source_of_truth/LifeOS_canon_v33.md
C06-052,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Библиотека карточек мышления,"поверх полотен и досок нужен постоянный слой карточек, которые можно переиспользовать.",6038,docs/source_of_truth/LifeOS_canon_v33.md
